date,home_team,away_team,neutral,tournament,t_weight,elo_home,elo_away,elo_diff,elo_win_prob_h,elo_win_prob_a,diff_pts5,diff_pts10,diff_wpts5,diff_gf5,diff_ga5,h2h_wwin_rate_a,h2h_wwin_rate_b,h2h_wdraw_rate,h2h_gf_a,h2h_ga_a,h2h_n_matches,h_world_ranking,h_participations,h_elo_rating,h_elo_rank_wc,h_ea_overall,h_ea_attack,h_ea_midfield,h_ea_defense,h_ea_atk_def_ratio,h_ea_balance,h_squad_value_m,h_log_squad_value,h_rank_score,h_wc_exp,a_world_ranking,a_participations,a_elo_rating,a_elo_rank_wc,a_ea_overall,a_ea_attack,a_ea_midfield,a_ea_defense,a_ea_atk_def_ratio,a_ea_balance,a_squad_value_m,a_log_squad_value,a_rank_score,a_wc_exp,diff_ea_overall,diff_ea_attack,diff_ea_midfield,diff_ea_defense,diff_squad_value_m,diff_rank_score,diff_wc_exp,a_gf5,a_ga5,a_pts5,a_wpts5,a_gf10,a_ga10,a_pts10,a_wpts10,h_gf5,h_ga5,h_pts5,h_wpts5,h_gf10,h_ga10,h_pts10,h_wpts10,outcome,home_goals,away_goals,goal_diff,total_goals
2018-06-01,Colombia,Egypt,True,Friendly,0.3,1892.7,1682.7,210.0,0.770096676660982,0.22990332333901797,,,,,,0.48532412943198805,0.48532412943198805,0.27201380585201795,0.0,0.0,1,13,6,1693.09,12,79.68,82.37,79.35,78.43,1.0502358791278847,2.0611647192788847,380,5.942799375126701,0.07692307692307693,1.9459101490553132,29,3,1565.56,25,80.93,86.04,70.5,73.27,1.174286884127201,8.288922326414538,115,4.7535901911063645,0.034482758620689655,1.3862943611198906,-1.25,-3.6700000000000017,8.849999999999994,5.160000000000011,265,0.04244031830238727,0.5596157879354227,,,,,,,,,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,D,0,0,0,0
2018-06-01,Czech Republic,Australia,True,Friendly,0.3,1716.6,1732.0,-15.400000000000091,0.47785212111282666,0.5221478788871734,,,,,,0.48532412943198805,0.514675870568012,0.24266206471599402,0.0,4.0,1,41,9,1503.04,33,,,,,,,95,4.564348191467836,0.024390243902439025,2.302585092994046,27,6,1578.66,24,73.3,73.31,72.57,72.76,1.0075590984057174,0.3843175770115159,120,4.795790545596741,0.037037037037037035,1.9459101490553132,,,,,-25,-0.01264679313459801,0.35667494393873267,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,,,,,,,,,A,0,4,-4,4
2018-06-01,Algeria,Cape Verde,False,Friendly,0.3,1690.7,1540.0,150.70000000000005,0.8089412323041505,0.1910587676958495,0.0,0.0,0.0,1.0,2.0,0.551167644403991,0.44883235559600904,0.21161782074622876,4.499832058759994,1.3334452941600041,2,28,4,1564.26,26,77.52,79.27,75.35,77.16,1.02734577501296,1.9619123323940861,160,5.081404364984463,0.03571428571428571,1.6094379124341003,69,0,1366.0,44,71.83,71.91,72.04,71.65,1.0036287508722959,0.19857828011475231,30,3.4339872044851463,0.014492753623188406,0.0,5.689999999999998,7.359999999999999,3.309999999999988,5.509999999999991,130,0.021221532091097305,1.6094379124341003,,,,,,,,,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,A,2,3,-1,5
2018-06-01,Turkey,Tunisia,True,Friendly,0.3,1801.3,1712.4,88.89999999999986,0.6252165171242056,0.37478348287579444,,,,,,0.48532412943198805,0.48532412943198805,0.27201380585201795,2.0,2.0,1,22,2,1599.04,20,80.6,73.08,82.57,79.88,0.9148723084626941,4.891083724492965,460,6.133398042996649,0.045454545454545456,1.0986122886681098,44,6,1483.05,35,72.99,70.78,75.39,71.78,0.9860685427695737,2.42501546386822,80,4.394449154672439,0.022727272727272728,1.9459101490553132,7.609999999999999,2.299999999999997,7.179999999999993,8.099999999999994,380,0.022727272727272728,-0.8472978603872034,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,D,2,2,0,4
2018-06-01,South Korea,Bosnia and Herzegovina,False,Friendly,0.3,1750.0,1680.3,69.70000000000005,0.7264870575425807,0.2735129424574193,-0.25,-0.25,-0.25,0.0,-0.5,0.48532412943198805,0.514675870568012,0.24266206471599402,1.0,3.0,1,25,10,1589.65,23,80.06,83.51,76.56,79.68,1.048067269076305,3.481039116892159,210,5.351858133476067,0.04,2.3978952727983707,65,1,1385.0,43,,,,,,,70,4.2626798770413155,0.015384615384615385,0.6931471805599453,,,,,140,0.024615384615384615,1.7047480922384253,0.0,0.5,0.25,0.25,0.0,0.5,0.25,0.25,,,,,,,,,A,1,3,-2,4
2018-06-02,Mexico,Scotland,False,Friendly,0.3,1834.0,1624.0,210.0,0.8562520600981506,0.14374793990184942,1.0,1.0,1.0,1.0,0.0,0.5146875753862997,0.4853124246137003,0.24265621230685014,1.0,0.0,1,15,17,1684.13,14,77.71,79.23,77.3,75.4,1.0507957559681698,1.9150195821453098,230,5.442417710521793,0.06666666666666667,2.8903717578961645,43,7,1499.92,34,77.5,73.76,79.29,77.16,0.9559357179885952,2.7891994072373767,135,4.912654885736052,0.023255813953488372,2.0794415416798357,0.20999999999999375,5.469999999999999,-1.990000000000009,-1.759999999999991,95,0.043410852713178294,0.8109302162163288,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,H,1,0,1,1
2018-06-02,Belgium,Portugal,False,Friendly,0.3,1902.3,1942.3,-40.0,0.5854986786718095,0.4145013213281905,,,,,,0.5206703185963388,0.4519725382854374,0.2533434122609425,0.7151927028664027,0.0,2,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,-1.0300000000000011,0.009999999999990905,-2.0600000000000023,-2.7099999999999937,-250,-0.0888888888888889,0.44183275227903884,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.5,,,,,,,,,D,0,0,0,0
2018-06-02,Austria,Germany,False,Friendly,0.3,1720.0,1987.9,-267.9000000000001,0.2755766609730818,0.7244233390269181,-0.5,-0.5,-0.5,-1.0,-1.0,0.5785739387025557,0.42142606129744425,0.21071303064872213,2.0,0.16231982441298784,2,24,7,1593.45,22,78.91,78.39,79.48,78.32,1.0008937691521962,0.6504613747179809,195,5.278114659230517,0.041666666666666664,2.0794415416798357,10,20,1731.3,10,83.78,84.42,84.51,82.18,1.0272572402044293,1.3200126262022376,850,6.7464121285733745,0.1,3.044522437723423,-4.8700000000000045,-6.030000000000001,-5.030000000000001,-3.8600000000000136,-655,-0.05833333333333334,-0.9650808960435873,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,,,,,,,,,H,2,1,1,3
2018-06-03,Spain,Switzerland,False,Friendly,0.3,2060.3,1878.0,182.30000000000018,0.835490331098491,0.16450966890150898,,,,,,0.5786596313455927,0.32964572577711,0.22671930076496968,2.193662499498587,1.1859465471253519,8,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,5.280000000000001,4.939999999999998,8.029999999999987,1.8999999999999915,640,0.4473684210526316,0.2682639865946794,,,,,,,,,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,D,1,1,0,2
2018-06-03,Croatia,Brazil,True,Friendly,0.3,1857.9,2088.6,-230.69999999999982,0.20948773932979606,0.790512260670204,,,,,,0.34140791993710234,0.5783946275254666,0.2509014125059823,0.9347955095896678,2.4291116664518215,3,11,6,1717.07,11,80.81,78.83,81.31,81.29,0.9697379751506949,1.4260902262246042,340,5.831882477283517,0.09090909090909091,1.9459101490553132,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,-4.429999999999993,-6.890000000000001,-3.0799999999999983,-3.489999999999995,-660,-0.07575757575757575,-1.1895840668738364,,,,,,,,,,,,,,,,,A,0,2,-2,2
2018-06-06,Norway,Panama,False,Friendly,0.3,1754.5,1617.0,137.5,0.7969209049515267,0.20307909504847332,,,,,,0.5147344852499519,0.4852655147500481,0.24263275737502404,1.0,0.0,1,31,3,1550.94,28,82.05,84.71,81.34,77.67,1.0906398867001414,3.521065179743194,320,5.771441123130016,0.03225806451612903,1.3862943611198906,33,1,1540.64,29,71.68,71.04,71.68,72.16,0.984478935698448,0.5619015334854749,55,4.02535169073515,0.030303030303030304,0.6931471805599453,10.36999999999999,13.669999999999987,9.659999999999997,5.510000000000005,265,0.0019550342130987275,0.6931471805599453,,,,,,,,,,,,,,,,,H,1,0,1,1
2018-06-06,Belgium,Egypt,False,Friendly,0.3,1900.6,1688.1,212.5,0.8580143226828287,0.14198567731717127,1.0,1.0,1.0,3.0,-2.0,0.46287381629716967,0.5371261837028304,0.21818695576680933,1.416494324926999,1.583505675073001,2,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,29,3,1565.56,25,80.93,86.04,70.5,73.27,1.174286884127201,8.288922326414538,115,4.7535901911063645,0.034482758620689655,1.3862943611198906,1.779999999999987,-3.5800000000000125,13.560000000000002,6.260000000000005,485,0.07662835249042145,1.2527629684953678,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,H,3,0,3,3
2018-06-07,Uruguay,Uzbekistan,False,Friendly,0.3,1871.4,1489.6,381.8000000000002,0.941224896030626,0.05877510396937402,,,,,,0.6171854182644476,0.38281458173555233,0.19140729086777616,2.0992720857270095,0.9007279142729903,2,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,50,0,1465.34,37,72.62,72.67,74.08,70.68,1.02815506508206,1.7082251998297293,40,3.713572066704308,0.02,0.0,9.64,9.709999999999994,9.670000000000002,9.86,230,0.0388235294117647,2.70805020110221,0.5,1.5,0.25,0.25,0.5,1.5,0.25,0.25,,,,,,,,,H,3,0,3,3
2018-06-07,Portugal,Algeria,False,Friendly,0.3,1944.0,1674.5,269.5,0.8935011066989081,0.10649889330109186,0.5,0.5,0.5,0.8333333333333333,0.0,0.5147462353962706,0.48525376460372943,0.24262688230186472,3.0,0.0,1,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,28,4,1564.26,26,77.52,79.27,75.35,77.16,1.02734577501296,1.9619123323940861,160,5.081404364984463,0.03571428571428571,1.6094379124341003,6.219999999999999,3.180000000000007,10.77000000000001,5.079999999999998,690,0.1642857142857143,0.5877866649021193,0.5,2.0,0.0,0.0,0.5,2.0,0.0,0.0,1.3333333333333333,2.0,0.5,0.5,1.3333333333333333,2.0,0.5,0.5,H,3,0,3,3
2018-06-08,Germany,Saudi Arabia,False,Friendly,0.3,1973.4,1608.8,364.60000000000014,0.9355022122371452,0.06449778776285475,0.25,0.25,0.25,0.0,-3.0,0.5147579946278777,0.4852420053721223,0.24262100268606115,2.0,1.0,1,10,20,1731.3,10,83.78,84.42,84.51,82.18,1.0272572402044293,1.3200126262022376,850,6.7464121285733745,0.1,3.044522437723423,61,6,1421.0,41,75.74,75.38,76.06,74.85,1.0070808283233132,0.6065476073648342,55,4.02535169073515,0.01639344262295082,1.9459101490553132,8.040000000000006,9.040000000000006,8.450000000000003,7.3300000000000125,795,0.08360655737704918,1.0986122886681098,0.5,4.0,0.0,0.0,0.5,4.0,0.0,0.0,0.5,1.0,0.25,0.25,0.5,1.0,0.25,0.25,H,2,1,1,3
2018-06-08,Croatia,Senegal,False,Friendly,0.3,1851.6,1727.5,124.09999999999991,0.7841511326388194,0.21584886736118059,0.5,0.5,0.5,0.0,-1.0,0.5147579946278777,0.4852420053721223,0.24262100268606115,2.0,1.0,1,11,6,1717.07,11,80.81,78.83,81.31,81.29,0.9697379751506949,1.4260902262246042,340,5.831882477283517,0.09090909090909091,1.9459101490553132,14,3,1686.41,13,79.32,80.15,76.69,79.3,1.0107187894073142,1.8030622100563654,260,5.564520407322694,0.07142857142857142,1.3862943611198906,1.490000000000009,-1.3200000000000074,4.6200000000000045,1.990000000000009,80,0.019480519480519487,0.5596157879354227,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,H,2,1,1,3
2018-06-08,Switzerland,Japan,False,Friendly,0.3,1884.7,1748.3,136.4000000000001,0.7958942023353893,0.20410579766461068,,,,,,0.5147579946278777,0.4852420053721223,0.24262100268606115,2.0,0.0,1,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,18,7,1661.58,17,76.86,73.58,78.41,76.46,0.9623332461417735,2.4298765400735887,290,5.673323267171493,0.05555555555555555,2.0794415416798357,2.1700000000000017,5.540000000000006,-0.47999999999998977,3.190000000000012,-10,-0.0029239766081871343,0.485507815781701,,,,,,,,,6.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,H,2,0,2,2
2018-06-09,France,United States,False,Friendly,0.3,1969.7,1757.2,212.5,0.8580143226828286,0.14198567731717138,,,,,,0.4852302370486566,0.4852302370486566,0.2721546444270152,1.0,1.0,1,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,16,11,1675.7,15,,,,,,,250,5.5254529391317835,0.0625,2.4849066497880004,,,,,1030,0.9375,0.3483066942682158,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,,,,,,,,,D,1,1,0,2
2018-06-09,Tunisia,Spain,True,Friendly,0.3,1714.9,2053.6,-338.6999999999998,0.12458455483233762,0.8754154451676623,0.0,0.0,0.0,-2.0,0.0,0.4852302370486566,0.5147697629513435,0.2426151185243283,0.0,1.0,1,44,6,1483.05,35,72.99,70.78,75.39,71.78,0.9860685427695737,2.42501546386822,80,4.394449154672439,0.022727272727272728,1.9459101490553132,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,-11.320000000000007,-13.280000000000001,-10.569999999999993,-9.769999999999996,-840,-0.4772727272727273,-0.8873031950009029,3.5,1.0,0.75,0.75,3.5,1.0,0.75,0.75,1.5,1.0,0.75,0.75,1.5,1.0,0.75,0.75,A,0,1,-1,1
2018-06-10,Austria,Brazil,False,Friendly,0.3,1734.5,2094.9,-360.4000000000001,0.18257727033009988,0.8174227296699001,,,,,,0.485218459626758,0.514781540373242,0.242609229813379,0.0,2.9999999999999996,1,24,7,1593.45,22,78.91,78.39,79.48,78.32,1.0008937691521962,0.6504613747179809,195,5.278114659230517,0.041666666666666664,2.0794415416798357,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,-6.329999999999998,-7.329999999999998,-4.909999999999997,-6.460000000000008,-805,-0.125,-1.056052674249314,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,A,0,3,-3,3
2018-06-11,South Korea,Senegal,True,Friendly,0.3,1728.2,1723.2,5.0,0.5071950817090514,0.49280491829094863,,,,,,0.4852066730998486,0.5147933269001514,0.2426033365499243,0.0,2.0,1,25,10,1589.65,23,80.06,83.51,76.56,79.68,1.048067269076305,3.481039116892159,210,5.351858133476067,0.04,2.3978952727983707,14,3,1686.41,13,79.32,80.15,76.69,79.3,1.0107187894073142,1.8030622100563654,260,5.564520407322694,0.07142857142857142,1.3862943611198906,0.7400000000000091,3.3599999999999994,-0.12999999999999545,0.38000000000000966,-50,-0.031428571428571424,1.01160091167848,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,A,0,2,-2,2
2018-06-12,Japan,Paraguay,True,Friendly,0.3,1742.1,1694.1,48.0,0.5686413918836677,0.4313586081163323,,,,,,0.46555817757172585,0.3447797926364597,0.36205192611004416,2.5819371000339792,1.5806367112053663,4,18,7,1661.58,17,76.86,73.58,78.41,76.46,0.9623332461417735,2.4298765400735887,290,5.673323267171493,0.05555555555555555,2.0794415416798357,40,8,1503.5,32,74.7,74.93,75.23,74.05,1.011883862255233,0.6132971003790402,100,4.61512051684126,0.025,2.1972245773362196,2.1599999999999966,-1.3500000000000085,3.1799999999999926,2.4099999999999966,190,0.03055555555555555,-0.11778303565638382,,,,,,,,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,H,4,2,2,6
2018-06-15,Egypt,Uruguay,True,FIFA World Cup,1.0,1683.2,1873.5,-190.29999999999995,0.2505924854424886,0.7494075145575114,-0.75,-0.75,-0.75,-1.5,1.0,0.485159435810396,0.5148405641896041,0.242579717905198,0.0,1.0,1,29,3,1565.56,25,80.93,86.04,70.5,73.27,1.174286884127201,8.288922326414538,115,4.7535901911063645,0.034482758620689655,1.3862943611198906,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,-1.3299999999999983,3.660000000000011,-13.25,-7.27000000000001,-155,-0.02434077079107505,-1.3217558399823195,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.25,0.25,0.5,1.0,0.25,0.25,A,0,1,-1,1
2018-06-15,Morocco,Iran,True,FIFA World Cup,1.0,1710.3,1752.3,-42.0,0.4398498547680971,0.5601501452319029,,,,,,0.485159435810396,0.5148405641896041,0.242579717905198,0.0,1.0,1,8,6,1756.21,8,80.56,78.97,78.23,82.18,0.9609394013141883,2.0997698286558326,310,5.739792912179234,0.125,1.9459101490553132,21,6,1616.04,19,75.74,78.83,74.88,72.88,1.0816410537870473,3.0277879714405382,75,4.330733340286331,0.047619047619047616,1.9459101490553132,4.820000000000007,0.14000000000000057,3.3500000000000085,9.300000000000011,235,0.07738095238095238,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666667,,,,,,,,,A,0,1,-1,1
2018-06-15,Portugal,Spain,True,FIFA World Cup,1.0,1947.7,2056.1,-108.39999999999986,0.34887213414103113,0.6511278658589689,-0.16666666666666663,-0.16666666666666663,-0.16666666666666674,-1.6666666666666665,0.5,0.3075204245554147,0.3755536582177983,0.4706861295044943,1.100922119780034,1.2776505687732373,6,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,-0.5700000000000074,-1.6099999999999994,0.1600000000000108,0.6899999999999977,-70,-0.3,-0.6359887667199966,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666667,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666667,1.0,1.5,0.5,0.5,1.0,1.5,0.5,0.5,D,3,3,0,6
2018-06-16,France,Australia,True,FIFA World Cup,1.0,1962.6,1749.9,212.69999999999982,0.7728368744874234,0.22716312551257656,-0.25,-0.25,-0.25,1.5,1.0,0.5638660112961367,0.4361339887038634,0.2180669943519317,3.5818782350460356,1.0,2,1,16,1877.32,1,84.99,86.44,82.82,84.39,1.024291977722479,1.815296119094625,1280,7.155396301896734,1.0,2.833213344056216,27,6,1578.66,24,73.3,73.31,72.57,72.76,1.0075590984057174,0.3843175770115159,120,4.795790545596741,0.037037037037037035,1.9459101490553132,11.689999999999998,13.129999999999995,10.25,11.629999999999995,1160,0.962962962962963,0.8873031950009029,0.5,2.0,0.25,0.25,0.5,2.0,0.25,0.25,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,H,2,1,1,3
2018-06-17,Germany,Mexico,True,FIFA World Cup,1.0,1974.7,1836.8,137.9000000000001,0.6886501571129457,0.31134984288705425,-0.33333333333333337,-0.33333333333333337,-0.3333333333333333,0.16666666666666663,0.8333333333333333,0.4228698284882464,0.4487827300191299,0.3397823557367468,1.6640367702678491,1.8320183851339245,2,10,20,1731.3,10,83.78,84.42,84.51,82.18,1.0272572402044293,1.3200126262022376,850,6.7464121285733745,0.1,3.044522437723423,15,17,1684.13,14,77.71,79.23,77.3,75.4,1.0507957559681698,1.9150195821453098,230,5.442417710521793,0.06666666666666667,2.8903717578961645,6.070000000000007,5.189999999999998,7.210000000000008,6.780000000000001,620,0.03333333333333334,0.1541506798272585,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,1.3333333333333333,0.16666666666666666,0.16666666666666669,0.6666666666666666,1.3333333333333333,0.16666666666666666,0.16666666666666669,A,0,1,-1,1
2018-06-17,Brazil,Switzerland,True,FIFA World Cup,1.0,2101.3,1890.8,210.50000000000023,0.7706058649549633,0.2293941350450367,0.25,0.25,0.25,-2.0,-0.5,0.5373813478433052,0.4359068587256608,0.24466522279386435,1.0,0.2083826201987738,2,6,22,1761.16,6,85.24,85.72,84.39,84.78,1.0110875206416607,0.6836909633257792,1000,6.90875477931522,0.16666666666666666,3.1354942159291497,19,12,1650.75,18,79.03,79.12,77.93,79.65,0.9933458882611425,0.8808518604169482,280,5.638354669333745,0.05263157894736842,2.5649493574615367,6.209999999999994,6.599999999999994,6.459999999999994,5.1299999999999955,720,0.11403508771929824,0.5705448584676129,3.5,0.5,0.75,0.75,3.5,0.5,0.75,0.75,1.5,0.0,1.0,1.0,1.5,0.0,1.0,1.0,D,1,1,0,2
2018-06-18,Sweden,South Korea,True,FIFA World Cup,1.0,1759.0,1713.0,46.0,0.5658152030692333,0.4341847969307667,0.0,0.0,0.0,-1.0,-3.0,0.5148760880822398,0.4851239119177602,0.2425619559588801,1.0,0.0,1,38,12,1514.77,31,79.87,84.25,74.43,75.32,1.1185608072225173,5.430920732251576,140,4.948759890378168,0.02631578947368421,2.5649493574615367,25,10,1589.65,23,80.06,83.51,76.56,79.68,1.048067269076305,3.481039116892159,210,5.351858133476067,0.04,2.3978952727983707,-0.18999999999999773,0.7399999999999949,-2.1299999999999955,-4.360000000000014,-70,-0.013684210526315792,0.16705408466316607,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,,,,,,,,,H,1,0,1,1
2018-06-18,Belgium,Panama,True,FIFA World Cup,1.0,1905.5,1613.0,292.5,0.8434024818978965,0.15659751810210354,0.75,0.75,0.75,2.0,-6.0,0.5148760880822398,0.4851239119177602,0.2425619559588801,3.0,0.0,1,9,13,1734.71,9,82.71,82.46,84.06,79.53,1.0368414434804476,2.2973100211624318,600,6.398594934535208,0.1111111111111111,2.6390573296152584,33,1,1540.64,29,71.68,71.04,71.68,72.16,0.984478935698448,0.5619015334854749,55,4.02535169073515,0.030303030303030304,0.6931471805599453,11.029999999999987,11.419999999999987,12.379999999999995,7.3700000000000045,545,0.0808080808080808,1.945910149055313,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.75,0.75,2.0,0.0,0.75,0.75,H,3,0,3,3
2018-06-18,Tunisia,England,True,FIFA World Cup,1.0,1712.5,1946.4,-233.9000000000001,0.20645354928177545,0.7935464507182246,,,,,,0.4851239119177602,0.5148760880822398,0.2425619559588801,1.0,2.0,1,44,6,1483.05,35,72.99,70.78,75.39,71.78,0.9860685427695737,2.42501546386822,80,4.394449154672439,0.022727272727272728,1.9459101490553132,4,16,1825.97,4,84.06,85.32,85.54,81.18,1.0509977827050996,2.456203031781639,1300,7.170888478512505,0.25,2.833213344056216,-11.070000000000007,-14.539999999999992,-10.150000000000006,-9.400000000000006,-1220,-0.22727272727272727,-0.8873031950009029,,,,,,,,,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666667,A,1,2,-1,3
2018-06-19,Colombia,Japan,True,FIFA World Cup,1.0,1887.3,1755.1,132.20000000000005,0.6815717543587313,0.3184282456412687,0.75,0.75,0.75,1.5,-1.0,0.5568869560468727,0.4431130439531274,0.20874394042899158,1.6499269005656305,0.9604893168700659,3,13,6,1693.09,12,79.68,82.37,79.35,78.43,1.0502358791278847,2.0611647192788847,380,5.942799375126701,0.07692307692307693,1.9459101490553132,18,7,1661.58,17,76.86,73.58,78.41,76.46,0.9623332461417735,2.4298765400735887,290,5.673323267171493,0.05555555555555555,2.0794415416798357,2.8200000000000074,8.790000000000006,0.9399999999999977,1.970000000000013,90,0.021367521367521375,-0.13353139262452252,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5,1.0,0.75,0.75,1.5,1.0,0.75,0.75,A,1,2,-1,3
2018-06-20,Portugal,Morocco,True,FIFA World Cup,1.0,1956.8,1683.9,272.89999999999986,0.8279173833077773,0.1720826166922227,-0.4,-0.4,-0.4,-0.6000000000000001,1.2,0.4621895455421627,0.5378104544578374,0.2177202498522094,0.20716583705941993,0.7928341629405801,2,5,8,1763.83,5,83.74,82.45,86.12,82.24,1.0025535019455254,2.182025053323941,850,6.7464121285733745,0.2,2.1972245773362196,8,6,1756.21,8,80.56,78.97,78.23,82.18,0.9609394013141883,2.0997698286558326,310,5.739792912179234,0.125,1.9459101490553132,3.1799999999999926,3.480000000000004,7.890000000000001,0.05999999999998806,540,0.07500000000000001,0.25131442828090633,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.4,1.2,0.6,0.6,1.4,1.2,0.6,0.6,H,1,0,1,1
2018-06-20,Uruguay,Saudi Arabia,True,FIFA World Cup,1.0,1888.5,1607.5,281.0,0.834459181708983,0.16554081829101697,0.6666666666666667,0.6666666666666667,0.6666666666666666,1.5,-2.6666666666666665,0.5148998164552279,0.48510018354477213,0.24255009177238607,1.0,0.0,1,17,14,1673.07,16,82.26,82.38,83.75,80.54,1.0228457909113482,1.6107244746800498,270,5.602118820879701,0.058823529411764705,2.70805020110221,61,6,1421.0,41,75.74,75.38,76.06,74.85,1.0070808283233132,0.6065476073648342,55,4.02535169073515,0.01639344262295082,1.9459101490553132,6.52000000000001,7.0,7.689999999999998,5.690000000000012,215,0.04243008678881388,0.7621400520468968,1.0,2.6666666666666665,0.3333333333333333,0.33333333333333337,1.0,2.6666666666666665,0.3333333333333333,0.33333333333333337,2.5,0.0,1.0,1.0,2.5,0.0,1.0,1.0,H,1,0,1,1
2018-06-20,Iran,Spain,True,FIFA World Cup,1.0,1778.7,2047.1,-268.39999999999986,0.17580458396188325,0.8241954160381167,-0.25,-0.25,-0.25,-1.25,0.25,0.48510018354477213,0.5148998164552279,0.24255009177238607,0.0,1.0,1,21,6,1616.04,19,75.74,78.83,74.88,72.88,1.0816410537870473,3.0277879714405382,75,4.330733340286331,0.047619047619047616,1.9459101490553132,2,16,1876.4,2,84.31,84.06,85.96,81.55,1.030778663396689,2.2120201927951126,920,6.825460036255307,0.5,2.833213344056216,-8.570000000000007,-5.230000000000004,-11.079999999999998,-8.670000000000002,-845,-0.4523809523809524,-0.8873031950009029,2.25,0.75,0.75,0.75,2.25,0.75,0.75,0.75,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,A,0,1,-1,1
